id,recency,frequency,monetary,tenure,returns,channel_online
C00445,38,11,402,43,1,0.36
C04675,34,14,1045,61,0,0.05
C04976,14,13,129,39,1,1
C01629,52,3,267,3,0,0.58
C04366,0,13,222,37,0,1
C05839,25,15,761,72,2,0.25
C05657,44,13,557,73,1,0
C02757,69,5,207,5,2,0.34
C02697,44,10,880,76,2,0.04
C04089,7,12,351,34,1,0
C00710,24,11,843,29,1,0.16
C00874,57,2,125,6,2,0.54
C01963,19,5,194,4,0,0.44
C05130,289,5,1256,37,0,0.34
C05803,42,3,141,3,0,0.33
C02679,210,5,2947,50,1,0.36
C02652,33,9,962,76,0,0
C01950,39,9,1211,39,1,0.09
C05472,29,19,570,1,2,0.94
C02789,272,4,1812,60,0,0.4
C04992,56,2,143,3,0,0.48
C03130,38,17,139,50,1,0.86
C04875,44,1,202,2,0,0.15
C05950,277,2,1121,32,0,0.31
C04651,153,1,3164,78,0,0.51
C05385,291,1,1505,55,1,0.34
C05731,20,12,302,40,2,0.98
C04613,29,9,739,91,2,0.34
C03365,32,14,236,34,1,1
C02049,23,16,861,77,1,0.09
C02460,128,2,1181,72,0,0.38
C03451,51,2,119,1,0,0.45
C03657,312,5,1680,64,0,0.51
C04287,31,8,1261,38,0,0.2
C05573,32,12,1094,88,0,0.22
C03254,21,9,1440,79,0,0.06
C04078,30,6,1270,45,1,0.16
C05040,36,2,130,5,0,0.4
C03770,44,11,559,50,1,0.04
C04014,29,11,634,71,1,0.06
C01569,30,1,205,4,1,0.67
C01579,17,11,251,11,1,0.99
C04749,4,3,389,5,1,0.65
C05849,34,10,178,33,3,0.69
C02082,48,9,581,54,0,0
C04472,26,5,97,3,1,0.43
C05561,20,10,319,56,2,0.86
C05015,38,7,429,77,1,0.18
C01714,58,12,431,82,0,0.29
C05621,36,9,882,71,1,0.06
C00255,66,4,167,2,0,0.59
C05876,34,8,1315,67,1,0.34
C03560,29,14,98,9,2,0.83
C05757,2,12,279,22,3,0.92
C02247,23,10,493,82,0,0.1
C03289,9,8,861,48,3,0.2
C00513,25,8,269,29,3,0.97
C00028,83,3,185,2,0,0.86
C02985,4,9,329,19,1,0.76
C00740,39,19,428,47,3,0.76
C05725,10,2,152,2,1,0.69
C00066,0,4,168,9,1,0.7
C03425,8,17,215,26,2,1
C00950,42,14,239,34,3,1
C02572,29,4,182,5,0,0.52
C05943,41,12,472,22,0,0.95
C01438,46,13,817,37,0,0.04
C03838,50,9,663,48,0,0.1
C01074,40,9,764,63,0,0.11
C05638,23,2,83,5,1,0.58
C05511,27,2,221,4,0,0.63
C00354,17,2,146,5,1,0.78
C05703,37,5,70,5,1,0.51
C00239,31,13,600,90,2,0.1
C05430,152,1,4445,54,1,0.39
C03660,15,13,919,55,1,0.05
C05287,3,7,556,72,0,0
C03542,32,10,619,65,1,0
C02305,163,3,2108,54,0,0.61
C00001,31,7,245,25,1,0.84
C00634,27,3,188,6,0,0.35
C04996,15,9,568,66,0,0.1
C04504,32,1,176,3,2,0.53
C03781,15,13,773,27,0,0.03
C05817,78,4,182,3,0,0.69
C04530,36,8,612,71,1,0.34
C02915,44,5,297,4,0,0.41
C03079,26,11,392,15,0,0.89
C02373,33,10,735,49,0,0.05
C05455,45,3,186,6,2,0.41
C03259,32,22,264,57,1,0.89
C02945,39,3,240,4,0,0.61
C04441,300,2,1640,38,0,0.28
C00330,23,14,610,7,1,0.05
C00369,256,5,1887,75,0,0.46
C05502,196,3,1503,46,0,0.32
C02301,31,4,136,5,0,0.48
C01095,32,9,630,81,0,0.16
C00336,29,11,858,40,0,0.05
C01590,24,1,158,3,0,0.56
C02377,49,8,734,29,0,0.13
C03775,377,3,2117,42,0,0.36
C01527,34,9,927,38,0,0.2
C04732,165,3,1665,76,0,0.4
C04619,69,5,1620,52,1,0.34
C04988,21,5,710,48,1,0.25
C02921,19,14,555,61,2,0.2
C05174,298,3,999,37,1,0.22
C01823,14,7,446,59,0,0.26
C03937,33,12,299,19,4,0.73
C01871,168,3,1275,36,0,0.46
C02623,28,15,151,41,2,0.88
C05697,258,3,921,52,1,0.3
C03006,35,13,373,66,0,0
C01600,25,14,181,26,2,0.99
C02783,13,10,366,34,1,0.1
C02340,44,2,189,5,1,0.77
C03513,39,13,929,77,1,0.28
C05552,44,14,608,57,1,0.11
C05957,21,9,574,47,1,0.17
C05975,34,2,231,2,0,0.34
C03945,20,2,269,6,0,0.59
C04576,12,17,235,16,1,0.8
C03956,40,9,696,87,1,0.02
C05237,33,14,810,56,0,0.1
C05536,43,6,306,33,0,0.89
C02779,82,2,255,2,1,0.6
C05827,27,3,245,6,1,0.52
C05646,27,9,981,43,1,0.12
C00179,26,5,89,5,0,0.51
C02155,30,8,977,50,0,0.23
C03436,22,13,301,32,3,0.87
C01807,242,2,960,45,0,0.52
C00418,33,6,1022,58,2,0.06
C05651,28,14,669,51,2,0.32
C02633,30,15,200,27,3,0.97
C03118,20,12,573,45,3,0.04
C03834,40,14,247,16,0,1
C01787,64,6,316,4,0,0.49
C01447,38,14,577,37,2,0.1
C05254,19,13,182,29,3,0.9
C01124,43,9,272,44,1,0
C01980,278,2,2310,35,0,0.22
C05324,30,3,92,8,2,0.73
C01359,5,13,315,32,1,1
C04003,9,8,1106,13,1,0.1
C01323,34,15,274,13,3,0.93
C05721,26,14,187,32,4,0.99
C05778,42,10,549,17,4,0
C01915,20,14,266,31,2,1
C00946,353,2,2376,68,0,0.33
C00189,29,10,504,73,1,0.2
C00178,288,3,3176,28,0,0.25
C01125,32,18,331,22,1,0.82
C00750,18,15,360,30,0,0.22
C05322,33,12,91,45,4,0.88
C04851,28,3,492,3,0,0.43
C00801,227,4,3971,56,0,0.19
C05715,34,17,286,34,1,0.91
C03979,90,3,159,3,0,0.56
C00275,35,5,935,57,1,0.19
C02296,28,13,968,46,1,0.16
C02726,68,2,125,1,0,0.5
C02861,11,13,632,75,1,0.07
C02192,26,14,1418,61,0,0.19
C00829,56,2,190,3,0,0.3
C03527,21,12,1308,31,2,0.18
C02422,191,1,1819,55,0,0.39
C02786,0,1,239,5,0,0.65
C03724,194,1,4617,24,1,0.27
C03899,286,3,1051,70,0,0.44
C01504,268,7,1781,51,1,0.29
C02312,251,3,912,48,0,0.44
C02223,50,15,1102,68,2,0.21
C04894,43,12,476,46,0,0
C05215,6,6,102,28,1,0.99
C00852,40,1,310,7,0,0.38
C02656,35,3,255,1,1,0.74
C02218,42,3,252,6,1,0.49
C03360,14,5,1078,102,0,0.07
C01756,35,1,127,1,1,0.45
C02913,31,8,735,69,1,0
C05530,33,1,157,3,0,0.47
C02126,50,10,1280,43,0,0.11
C05595,26,9,1221,53,1,0
C02415,85,2,190,2,0,0.31
C00444,42,11,1359,51,1,0.11
C00809,31,4,229,42,1,1
C05915,34,11,550,24,0,0.15
C03988,19,11,931,54,0,0.07
C02001,44,13,552,46,4,0.92
C00426,32,13,1026,51,1,0.24
C00726,29,12,1106,74,0,0
C00222,30,6,588,65,0,0.05
C03222,49,12,170,24,0,0.93
C04666,22,18,366,16,6,0.89
C01134,29,13,1085,77,0,0.2
C01674,276,3,1352,82,0,0.37
C00902,10,11,1275,50,1,0.11
C02925,32,14,256,38,1,1
C03714,14,12,614,80,1,0.02
C05885,41,4,194,1,0,0.48
C05746,16,16,421,60,1,0.16
C04050,79,3,139,6,0,0.61
C02348,0,10,760,62,1,0
C01011,33,3,167,8,0,0.6
C02950,48,13,270,55,6,0.9
C00348,180,4,439,53,0,0.22
C02114,11,3,336,5,0,0.55
C02969,285,1,1338,26,0,0.32
C03779,42,14,701,63,0,0.19
C01954,242,5,827,38,0,0.57
C01396,27,14,323,9,1,1
C03463,15,13,187,31,0,0.99
C04899,300,1,1187,41,0,0.44
C04921,0,19,377,28,1,1
C05596,34,11,1151,88,1,0.24
C04194,42,8,1201,74,1,0.21
C02634,38,11,1159,52,0,0.11
C04984,61,2,91,2,1,0.61
C03318,21,2,537,7,0,0.49
C02236,31,2,248,4,1,0.48
C04302,36,23,177,15,3,1
C04654,15,8,402,43,1,0
C00632,341,4,1519,51,0,0.4
C01804,165,1,1936,52,0,0.41
C03192,39,17,548,87,0,0.16
C00270,24,12,1004,51,0,0.16
C03177,8,18,481,30,1,1
C01721,25,11,151,36,2,0.86
C01574,33,18,735,56,1,0.09
C03736,57,1,263,3,1,0.69
C02699,14,13,152,33,2,0.99
C05165,43,10,389,61,0,0
C03458,43,2,265,4,0,0.83
C03357,225,3,1762,67,0,0.33
C03392,235,3,808,80,0,0.23
C04400,32,14,196,40,2,0.91
C03272,41,11,156,19,3,0.85
C01673,26,12,1191,49,0,0.28
C01722,64,2,142,6,0,0.46
C01789,22,9,857,44,0,0
C00985,288,4,2625,34,0,0.2
C00025,51,10,838,88,0,0.25
C01506,3,17,526,32,1,0.82
C04072,32,3,122,5,0,0.73
C02654,23,1,226,1,0,0.61
C03688,33,1,186,3,0,0.49
C04010,42,13,234,28,2,0.97
C01724,23,19,177,43,1,0.92
C04928,80,7,326,1,0,0.56
C05411,30,11,644,41,2,0.11
C05996,43,11,355,74,0,0
C05236,41,17,157,48,0,1
C01292,12,4,137,5,0,0.46
C00004,20,9,1009,69,2,0.02
C01868,5,16,134,27,1,1
C02778,8,11,979,57,1,0.03
C04121,14,18,137,30,1,0.87
C00430,175,4,2357,27,0,0.52
C00839,37,9,777,45,0,0
C00542,251,2,1114,36,0,0.3
C05668,29,7,1079,48,0,0.15
C03771,27,8,483,36,3,1
C00502,31,13,439,23,3,1
C01730,191,5,1740,31,0,0.53
C05110,14,15,415,30,2,0.8
C02846,3,1,167,4,0,0.43
C00893,48,3,156,3,0,0.67
C02934,28,11,636,77,0,0.08
C01968,6,15,1144,36,0,0
C02873,19,10,162,19,1,0.84
C04931,48,18,104,24,1,0.91
C04915,221,4,2187,48,0,0.53
C03117,146,3,795,49,0,0.48
C00033,99,4,2932,59,0,0.61
C03852,33,19,263,26,1,0.82
C04070,22,13,505,74,0,0.39
C02854,43,11,572,44,0,0.28
C02563,16,4,102,1,1,0.66
C01070,23,12,292,36,1,1
C01173,240,3,2189,52,1,0.25
C01147,33,15,248,21,2,0.8
C01561,193,6,2050,40,0,0.37
C00585,41,12,599,64,0,0.06
C04962,16,17,660,26,1,0.01
C00947,11,18,307,43,1,1
C02681,29,11,116,26,0,0.86
C03418,63,12,815,29,0,0.07
C04602,13,14,399,47,0,0.08
C05188,11,16,854,62,0,0.14
C05833,25,10,273,12,3,0.78
C01621,62,4,175,6,0,0.51
C01584,13,13,1186,42,0,0
C04958,52,4,106,3,0,0.45
C03563,34,2,222,3,0,0.72
C00890,64,2,129,3,1,0.53
C03009,203,3,1266,46,0,0.43
C01536,57,12,1124,68,1,0
C01632,19,15,612,75,1,0.12
C01249,199,4,7999,48,0,0.38
C00046,34,9,300,63,0,0.28
C00186,28,15,925,85,0,0
C00103,31,9,857,60,0,0.16
C01630,32,17,513,77,0,0
C05386,2,13,575,65,2,0
C01301,37,8,620,43,0,0.11
C00666,51,2,344,2,0,0.49
C02815,36,8,980,53,3,0.83
C04390,52,4,266,1,0,0.46
C02179,43,14,602,43,1,0.3
C04727,264,6,1542,52,0,0.31
C00467,43,11,1037,32,0,0.22
C04018,32,3,78,1,0,0.76
C05045,28,12,815,77,0,0.23
C02948,14,10,354,72,0,0.15
C01801,11,10,1265,53,0,0
C01034,45,8,1779,74,1,0
C02664,32,14,928,43,0,0
C02100,42,14,214,1,2,0.92
C01098,0,15,535,78,0,0.04
C03805,43,8,550,47,1,0.08
C04944,27,13,335,36,4,0.85
C05055,335,4,668,68,0,0.35
C02741,224,3,759,30,2,0.27
C02478,44,1,59,7,0,0.79
C03184,52,9,1285,59,1,0.01
C02752,29,8,493,32,4,0.85
C04048,58,11,735,65,0,0.07
C04714,43,12,1253,56,0,0.04
C01277,196,3,2230,22,0,0.35
C02240,67,2,108,1,0,0.69
C00904,34,10,531,65,0,0.04
C05793,26,7,741,43,0,0.11
C04325,30,11,774,39,0,0.14
C03314,34,4,197,2,0,0.71
C02936,18,12,323,23,0,0.88
C05255,38,3,71,1,0,0.6
C02911,23,9,860,63,0,0.01
C05347,275,5,1173,55,0,0.44
C02801,11,3,492,2,1,0.55
C00499,45,12,224,35,2,0.85
C00684,4,11,811,21,1,0.04
C02337,30,14,237,8,2,0.86
C02575,115,4,1909,50,3,0.16
C03159,30,16,805,51,0,0.05
C03873,48,3,93,5,0,0.64
C02952,21,13,918,53,0,0.14
C04725,17,14,238,26,0,1
C01189,317,6,1285,33,0,0.31
C01130,21,18,136,20,2,0.9
C02790,29,6,566,64,0,0.3
C00579,171,2,690,33,0,0.28
C01115,18,16,754,45,0,0.06
C00296,2,3,347,6,0,0.56
C01281,51,1,144,4,0,0.34
C04954,156,4,721,17,1,0.51
C03524,40,1,182,3,0,0.6
C03966,228,5,2115,31,1,0.48
C04652,30,12,573,54,0,0.3
C03447,65,11,588,38,0,0.21
C03321,53,10,643,68,1,0.28
C01825,171,5,779,36,0,0.35
C05659,27,14,497,73,2,0.12
C05717,26,14,162,21,0,0.93
C03644,36,10,668,50,1,0.11
C01564,13,1,295,6,1,0.51
C03446,30,3,97,4,1,0.55
C03530,40,15,1160,62,2,0.14
C03628,37,13,214,19,1,0.81
C02833,189,6,1223,59,0,0.5
C03301,28,9,347,58,1,0.23
C04116,17,10,1307,76,1,0.21
C00282,0,10,288,48,0,0.9
C04668,0,12,501,48,0,0.05
C05924,30,9,505,65,0,0.07
C01080,38,14,1163,71,0,0.06
C03058,33,11,566,53,0,0.18
C03064,28,8,453,80,0,0.24
C01840,184,4,1705,54,1,0.42
C03215,23,13,650,56,0,0.16
C03876,4,10,120,52,3,0.93
C03690,12,13,774,42,1,0.16
C05698,239,2,1697,59,0,0.55
C04640,29,10,1167,48,0,0.16
C02111,31,21,135,27,2,1
C01805,216,4,2487,47,0,0.54
C03544,9,7,449,27,0,0.15
C00769,286,2,736,46,0,0.31
C03276,50,4,142,3,0,0.58
C04165,26,9,661,43,0,0
C03483,43,11,812,40,0,0
C00969,38,1,219,8,0,0.45
C04020,32,11,466,56,1,0.18
C00911,237,2,1467,45,0,0.12
C02624,33,5,484,35,0,0
C03895,35,9,1546,34,0,0.13
C05745,11,16,422,37,2,0.95
C03636,171,5,573,68,0,0.36
C05554,270,2,832,42,1,0.26
C00115,303,5,1931,26,0,0.1
C03901,20,6,990,61,1,0
C02658,16,12,233,46,0,0.92
C02556,40,13,255,36,1,0.64
C04786,21,15,173,35,1,0.91
C05857,18,12,1283,30,0,0
C05122,196,5,1310,58,0,0.5
C05074,33,9,1333,56,1,0.07
C01320,25,16,1639,62,0,0.07
C03535,0,14,392,7,2,1
C05495,65,8,936,51,1,0
C04527,21,7,245,47,0,0.82
C05093,19,9,305,46,1,1
C01041,25,13,565,36,0,0.2
C01424,29,9,291,12,1,0.98
C02709,73,5,1607,50,2,0.33
C05186,41,13,600,100,0,0.08
C04788,60,1,310,7,0,0.55
C00385,37,11,491,77,1,0.15
C00258,0,11,497,58,1,0.17
C00448,35,13,1007,60,0,0.16
C03561,54,4,184,6,0,0.47
C02072,18,13,1047,64,1,0
C05520,41,13,533,64,0,0.1
C05359,20,13,977,42,0,0.13
C03320,17,5,702,83,0,0
C05183,33,10,848,54,0,0.13
C04068,18,10,1138,75,2,0.11
C01193,27,15,234,30,1,0.08
C04884,237,1,1729,49,0,0.29
C03786,32,24,288,12,3,1
C04345,176,2,2841,45,1,0.26
C04189,34,3,141,1,0,0.59
C00003,22,15,267,24,2,1
C04173,14,9,843,57,0,0
C00860,21,11,526,60,0,0.39
C05447,220,1,1616,57,0,0.34
C05218,27,18,1060,63,0,0.01
C02123,12,1,456,5,0,0.52
C01386,127,1,409,42,0,0.19
C00100,26,16,173,14,1,0.88
C03495,39,20,218,29,1,0.86
C05936,203,2,3052,59,0,0.35
C01513,156,3,752,48,0,0.25
C03903,46,14,779,57,0,0.15
C04375,14,11,518,68,0,0.04
C02692,20,11,240,22,2,0.76
C02395,29,13,741,59,1,0.06
C03695,275,1,2572,51,0,0.37
C03798,38,12,183,49,4,1
C03018,33,18,308,36,0,1
C02027,35,10,267,39,0,0.8
C01829,22,17,393,26,3,1
C01232,23,15,1157,95,0,0.18
C04220,39,12,959,41,0,0
C04222,196,6,1487,82,1,0.28
C05770,25,17,286,30,1,1
C05934,12,15,743,39,1,0.91
C01121,33,12,1154,63,1,0.26
C00415,18,17,120,2,1,0.73
C03794,186,3,3181,53,0,0.27
C01378,3,1,177,5,0,0.53
C00289,354,6,1050,70,2,0.36
C05379,297,2,2122,23,1,0.33
C01678,35,4,243,4,0,0.63
C03782,21,12,883,53,0,0.04
C03833,66,9,987,53,0,0.14
C05720,0,11,659,55,0,0
C00432,150,3,859,33,0,0.22
C01444,0,5,1944,87,1,0.06
C04522,36,1,250,3,0,0.56
C02278,47,11,1042,65,1,0.05
C02327,28,9,1375,80,0,0.06
C01777,46,2,63,3,0,0.71
C03864,26,19,225,20,2,0.91
C04584,22,15,210,33,0,1
C05753,18,8,643,28,3,0.81
C00446,344,1,2968,55,0,0.36
C01881,27,5,244,1,0,0.5
C05711,33,2,249,3,0,0.28
C02124,41,8,814,54,0,0.12
C04848,42,19,256,35,5,0.78
C04140,39,12,485,33,0,0.97
C02110,26,21,285,44,3,1
C04446,39,14,1123,47,1,0
C03587,25,15,456,75,0,0.18
C05932,13,10,231,38,3,1
C04683,40,16,517,81,0,0.15
C05973,38,5,108,6,2,0.62
C04486,7,3,162,5,0,0.67
C00862,49,4,161,6,0,0.61
C05690,54,4,318,3,0,0.6
C03223,46,11,485,58,0,0.09
C05274,17,12,258,52,0,0.9
C02196,47,10,679,55,0,0.3
C05729,16,16,141,41,0,0.96
C03024,29,1,120,4,0,0.7
C03208,288,2,1245,68,0,0.28
C05966,285,3,1691,63,0,0.32
C05991,17,8,937,73,0,0.03
C01407,23,3,219,2,0,0.53
C04290,7,14,332,18,4,0.96
C02458,40,1,145,4,0,0.57
C01819,35,7,261,5,0,0.57
C02827,15,14,926,64,0,0.22
C01287,22,13,322,57,0,0.94
C01739,33,10,1385,54,2,0
C04040,72,7,972,56,0,0
C00284,37,7,636,68,0,0
C01587,294,3,5123,66,1,0.31
C05383,52,2,188,5,1,0.54
C02156,44,9,562,72,2,0
C05618,244,7,1291,29,0,0.43
C04168,32,15,147,29,1,1
C04712,244,4,3089,53,1,0.4
C03107,63,4,81,2,0,0.61
C00698,26,14,332,22,1,1
C03216,67,1,342,4,0,0.65
C05776,44,13,1587,16,0,0
C00400,311,4,1152,43,0,0.44
C01317,19,17,294,53,2,0.88
C00298,54,10,761,43,1,0
C01376,16,4,1216,43,3,0.15
C01850,175,1,770,68,0,0.35
C00273,51,14,610,86,2,0.03
C01615,61,14,455,62,0,0.13
C03615,53,1,77,4,0,0.53
C05069,47,11,602,90,2,0.23
C01330,46,14,1091,76,1,0.14
C03604,10,2,288,4,0,0.51
C03121,20,14,184,45,2,0.84
C04783,51,10,434,49,0,0.07
C01216,11,4,500,34,3,0.89
C02077,35,21,231,43,1,0.94
C05323,13,7,679,36,1,0.2
C02744,43,14,1210,63,0,0.02
C03959,161,5,785,38,1,0.46
C00514,38,11,779,64,2,0.16
C00822,48,10,2055,59,0,0.14
C00537,29,11,166,20,1,0.89
C05313,50,2,180,6,0,0.43
C02859,47,10,552,1,0,0.16
C05388,34,12,641,29,0,0.05
C02914,204,4,657,59,0,0.41
C00406,27,9,268,42,2,0.84
C04919,27,8,126,26,0,0.92
C03347,32,13,756,39,0,0.25
C01239,29,11,721,56,0,0.1
C02058,145,2,2000,40,0,0.34
C04480,29,13,382,26,3,0.85
C02505,35,21,269,27,0,0.89
C02488,59,4,222,2,0,0.29
C03283,18,13,216,51,0,1
C00642,42,8,1087,57,0,0.41
C01848,78,2,141,6,0,0.59
C04376,6,13,292,26,3,0.8
C00480,33,16,1489,85,0,0.09
C04218,26,14,593,23,0,0
C03268,21,14,236,38,1,0.95
C01460,44,17,1153,54,1,0
C05695,13,3,210,4,0,0.49
C00180,38,4,145,4,0,0.58
C04270,35,4,350,9,0,0.49
C03677,44,14,463,70,0,0.2
C00562,39,10,224,31,3,0.91
C00011,160,3,4069,41,0,0.43
C03010,8,14,393,40,0,0.07
C00805,19,12,717,38,0,0
C03341,36,2,383,2,0,0.32
C05374,49,8,1399,72,1,0.19
C03843,20,11,257,27,0,0.96
C02851,85,3,186,4,1,0.71
C02853,14,7,1034,83,1,0
C05713,14,16,535,33,1,0.86
C05136,41,10,738,63,1,0
C04724,24,12,1089,48,0,0
C02169,35,16,104,35,1,0.97
C00746,197,3,3630,53,0,0.27
C02269,15,14,546,46,0,0.13
C01324,15,2,117,4,1,0.56
C01349,0,6,883,54,0,0.07
C05629,19,7,666,52,1,0.06
C03361,205,6,3633,59,0,0.33
C01779,53,2,337,3,0,0.47
C01619,31,10,832,65,1,0
C02494,241,3,2985,72,1,0.32
C05142,14,12,777,94,1,0
C02613,253,5,904,38,0,0.41
C00944,22,4,124,5,0,0.28
C04451,33,17,284,26,1,0.95
C01303,16,2,123,6,0,0.53
C03705,267,3,2697,69,1,0.35
C03083,35,3,218,6,0,0.5
C04822,29,13,222,32,1,1
C04629,12,14,696,9,1,0
C01328,34,12,1713,87,0,0.02
C04401,33,10,1054,50,0,0.1
C00364,130,3,1238,88,0,0.33
C01543,36,15,1001,48,0,0.06
C00906,47,11,1092,47,1,0
C00509,61,1,114,3,1,0.82
C02601,259,4,1084,47,0,0.26
C02719,13,6,182,26,0,1
C04719,25,3,201,1,0,0.63
C03578,33,5,1074,77,0,0.01
C03814,48,11,661,84,1,0
C03713,361,1,1986,7,1,0.23
C03487,34,5,155,5,1,0.62
C04160,26,14,559,88,0,0.16
C00548,32,8,1330,92,1,0.25
C05894,43,1,130,1,0,0.61
C02621,266,2,1530,53,0,0.22
C03269,114,3,2643,43,0,0.36
C04329,38,5,205,6,0,0.72
C01017,37,9,1116,72,0,0.27
C01875,20,16,971,55,0,0.11
C04430,248,4,849,61,0,0.49
C03831,45,3,190,4,0,0.36
C03410,248,2,2174,34,2,0.33
C03099,241,1,433,40,1,0.47
C02776,13,6,761,28,2,0.16
C05117,15,9,2277,81,1,0.11
C03001,20,5,880,83,0,0.03
C00618,0,8,741,47,0,0.14
C02820,41,11,828,62,2,0.17
C05617,293,4,1779,64,0,0.37
C02321,275,6,4200,49,0,0.4
C00153,48,11,477,68,0,0.11
C04826,48,1,924,47,0,0.11
C04360,48,4,511,4,0,0.27
C02727,275,2,1301,70,0,0.27
C02618,44,10,525,38,1,0.14
C04286,38,9,755,59,1,0.17
C00064,11,12,203,26,2,0.79
C04636,52,10,291,93,0,0
C03029,35,11,902,57,0,0
C04568,15,10,1265,75,1,0.14
C02471,34,14,211,31,2,1
C00274,42,9,726,56,0,0
C03522,30,8,254,58,2,0
C01420,4,15,907,72,0,0.11
C02011,59,4,321,5,0,0.75
C05434,7,12,861,53,3,0.19
C04808,229,2,1150,52,0,0.61
C02499,40,5,244,4,0,0.85
C05224,209,1,1391,17,0,0.39
C02637,128,4,1885,56,3,0.13
C01662,27,3,587,5,1,0.55
C01728,44,19,323,43,1,1
C04102,20,19,363,37,3,1
C02351,153,1,1181,38,1,0.22
C02512,24,12,976,46,0,0.35
C01089,31,1,150,5,1,0.51
C04815,33,3,269,5,0,0.54
C00844,33,9,1256,44,2,0.23
C01009,18,15,504,61,0,0.21
C04301,17,12,324,32,2,0.82
C02256,24,10,617,61,0,0.08
C02211,32,4,64,6,1,0.77
C00600,318,5,2673,64,0,0.15
C05342,47,14,1301,33,0,0.07
C04154,14,11,282,30,1,0.82
C00730,56,11,514,58,1,0.26
C00717,243,5,2761,39,1,0.71
C03156,9,12,334,27,1,0.94
C00672,247,2,5247,52,2,0.38
C00482,47,4,1176,68,0,0.15
C03607,196,3,2802,42,1,0.41
C03443,36,2,358,39,1,0
C04524,60,4,459,4,1,0.61
C00483,16,12,632,48,1,0
C05623,244,2,2072,54,1,0.19
C05201,42,10,1374,82,0,0.03
C00213,20,12,616,42,2,0.24
C02671,261,1,1335,62,1,0.36
C03750,35,13,1405,66,0,0.2
C02069,11,4,285,3,0,0.52
C05463,42,1,158,8,0,0.73
C05681,281,3,977,19,0,0.1
C01748,37,16,304,27,0,1
C04488,29,8,1896,57,1,0
C01519,48,11,1123,51,1,0.12
C00845,57,13,576,34,1,0.07
C01495,18,13,854,65,0,0
C05802,133,3,4762,67,0,0.32
C02344,22,14,416,38,2,1
C02411,46,13,321,41,1,0.02
C03711,20,12,219,32,2,0.9
C01668,35,5,200,3,0,0.86
C05019,7,8,588,43,2,0.04
C04947,295,2,1090,54,0,0.36
C04900,35,14,797,50,0,0.06
C01054,41,13,485,25,0,1
C01186,75,13,1468,57,0,0
C04877,30,11,272,23,2,0.63
C00071,26,9,1352,98,2,0.04
C00915,29,7,357,14,1,0.81
C02938,38,6,118,6,0,0.64
C00175,37,7,573,46,3,0.68
C05263,39,15,223,29,0,0.8
C04342,28,10,758,69,1,0.13
C01791,5,11,543,55,0,0.25
C05866,41,14,198,31,4,1
C02767,29,18,312,32,2,0.83
C01142,31,15,890,62,1,0.06
C02418,34,8,896,77,0,0.04
C05560,21,8,709,66,0,0.09
C01119,47,3,355,6,0,0.52
C05119,12,14,1229,79,0,0
C05562,193,5,784,38,1,0.53
C05860,247,5,1381,68,1,0.38
C00515,36,19,631,79,0,0
C05151,29,13,926,36,0,0.14
C03482,23,10,616,85,0,0.19
C01711,37,8,203,31,4,0.92
C03565,72,2,121,2,1,0.48
C05225,46,15,848,71,0,0.27
C02000,0,14,1234,34,0,0.06
C05004,33,9,488,71,0,0
C02232,8,14,195,42,4,0.9
C00423,230,5,2506,33,0,0.12
C03299,12,17,105,1,2,0.75
C03627,376,3,849,61,0,0.39
C02288,132,2,2451,75,0,0.41
C02260,19,13,380,28,1,0.85
C00896,41,10,670,79,0,0.03
C05751,0,1,215,6,1,0.47
C03308,195,4,3356,48,1,0.29
C01631,22,18,130,32,0,0.92
C00918,8,14,338,32,1,0
C05815,49,1,204,3,0,0.59
C04363,30,10,281,48,2,0.85
C03600,28,4,139,5,1,0.55
C03848,20,10,359,67,0,0
C05704,18,17,130,49,1,0.9
C01842,39,3,164,5,0,0.53
C02308,37,6,946,79,3,0
C02816,26,5,480,75,0,0.11
C01414,15,22,395,26,2,0.87
C04587,31,2,187,5,0,0.46
C01344,37,2,261,4,0,0.42
C05667,21,2,83,5,0,0.6
C05103,29,9,753,32,0,0.1
C01128,15,19,130,25,1,0.99
C05506,36,3,275,5,0,0.61
C00637,21,12,389,52,0,0.23
C00982,165,5,3487,29,0,0.54
C00681,37,13,730,66,0,0
C04645,45,12,294,59,1,0.21
C00117,23,9,575,98,0,0.17
C01491,28,4,117,4,0,0.6
C01911,14,12,694,70,0,0.08
C01609,48,2,117,3,0,0.43
C00964,20,11,351,36,2,1
C05923,39,11,802,50,0,0
C03277,12,9,770,96,0,0.01
C00929,45,2,244,1,0,0.31
C05906,16,3,122,3,0,0.43
C00942,173,6,1582,61,2,0.07
C00143,34,6,508,72,0,0.07
C05994,35,15,407,57,0,0
C05422,285,4,1102,46,0,0.18
C02733,344,3,2053,47,0,0.3
C01788,16,14,817,16,0,0.17
C00727,12,9,1334,42,1,0.02
C01598,46,2,235,1,0,0.45
C03374,36,3,100,6,0,0.55
C05036,33,17,189,18,1,0.91
C02104,6,11,317,23,1,0.97
C01078,33,16,124,39,0,0.52
C04854,54,16,697,57,1,0.02
C03641,20,8,1657,47,1,0.03
C03968,40,12,690,51,0,0.12
C01857,21,14,454,37,0,0.21
C04022,280,2,1033,56,0,0.31
C03634,39,9,858,45,3,0
C01040,243,5,1693,50,0,0.32
C04557,25,2,76,5,0,0.58
C03941,128,3,798,37,1,0.23
