id,tenure_months,monthly_charge,contract,internet,tech_support,online_security,streaming_tv,paperless,payment,senior,partner,dependents,phone_lines,support_calls,late_payments,data_gb,referred,region,churn
T03314,131,30,month-to-month,none,no,no,no,no,mailed check,0,yes,no,2,1,1,49,no,north,no
T00058,3,79.9,one-year,none,no,no,yes,yes,e-check,0,no,no,2,1,0,89,no,islands,no
T00486,43,107.7,month-to-month,dsl,no,no,no,yes,card,0,yes,no,2,0,0,109,no,centre,no
T02686,9,23.9,two-year,fibre,no,yes,yes,yes,e-check,0,no,no,0,0,0,46,no,north,no
T05317,26,50.7,month-to-month,dsl,no,no,yes,yes,mailed check,1,yes,yes,1,0,0,39,no,north,no
T04993,47,59.9,month-to-month,dsl,no,yes,yes,no,e-check,0,no,no,1,1,1,135,no,south,no
T01630,18,104.4,one-year,fibre,yes,no,no,no,mailed check,0,yes,no,1,1,0,44,no,south,no
T04078,18,28.5,one-year,fibre,no,no,no,yes,mailed check,0,no,yes,0,0,0,56,no,centre,no
T06188,4,104.4,month-to-month,fibre,yes,yes,yes,yes,mailed check,0,no,no,2,2,0,98,no,islands,no
T01344,13,58.1,one-year,dsl,no,no,no,no,bank transfer,0,no,yes,2,0,0,48,no,north,no
T03798,81,72,one-year,dsl,no,no,no,yes,card,0,yes,no,2,1,0,18,no,islands,no
T04899,62,23.5,two-year,none,no,yes,yes,yes,mailed check,0,no,no,1,1,0,100,no,islands,no
T04276,24,63.1,one-year,fibre,yes,no,no,no,mailed check,0,no,no,1,0,1,69,no,north,no
T03570,19,42.3,two-year,none,no,yes,no,no,bank transfer,0,yes,yes,2,0,0,128,no,south,no
T03821,59,95,month-to-month,none,no,no,no,no,card,0,yes,no,1,0,2,127,no,south,yes
T03504,58,48.9,month-to-month,fibre,no,no,yes,no,bank transfer,0,yes,yes,1,1,0,139,no,north,no
T06818,22,69.3,one-year,fibre,no,no,no,yes,card,0,yes,no,0,1,0,337,no,south,no
T05969,37,25.1,month-to-month,fibre,yes,no,yes,no,card,1,yes,yes,1,0,0,57,no,centre,no
T05859,56,49.6,month-to-month,none,no,yes,yes,no,mailed check,0,no,no,2,0,0,50,no,south,no
T02813,47,40.5,two-year,none,no,yes,no,no,bank transfer,0,yes,no,1,0,2,60,no,centre,no
T06605,77,64.3,month-to-month,none,no,no,yes,yes,card,0,no,no,1,3,0,207,yes,north,no
T06942,9,74.5,month-to-month,fibre,no,no,yes,no,mailed check,1,yes,no,0,0,1,37,no,north,yes
T01690,17,97.1,two-year,dsl,yes,no,no,yes,bank transfer,1,yes,yes,3,0,0,70,no,islands,no
T03008,26,39.3,two-year,none,no,no,no,no,bank transfer,0,yes,no,2,2,0,76,no,centre,no
T01698,30,48.9,two-year,fibre,no,no,no,no,bank transfer,0,no,yes,1,0,1,91,no,centre,no
T01013,30,65,one-year,dsl,yes,no,yes,no,e-check,0,no,yes,2,2,0,71,no,south,no
T03997,4,84.2,month-to-month,dsl,no,no,no,yes,e-check,0,no,no,1,0,1,12,no,centre,no
T01527,46,57,one-year,none,no,no,yes,yes,card,0,yes,no,3,0,0,76,yes,south,no
T03898,10,84.3,month-to-month,dsl,no,no,yes,no,bank transfer,0,no,no,1,1,0,76,no,centre,no
T04118,12,28.9,month-to-month,dsl,no,no,yes,no,card,0,no,no,1,0,0,94,no,south,no
T04654,35,27.6,month-to-month,dsl,no,no,yes,yes,bank transfer,1,yes,yes,2,0,0,14,yes,islands,yes
T04435,6,56.8,month-to-month,dsl,no,yes,yes,yes,bank transfer,0,no,no,0,0,1,123,no,north,no
T06495,13,76.1,month-to-month,none,no,no,no,yes,mailed check,1,no,no,3,2,0,105,no,north,no
T04641,8,32,two-year,fibre,yes,no,no,no,card,0,no,yes,2,0,0,63,yes,south,no
T05144,76,102.3,month-to-month,fibre,no,no,yes,yes,card,0,no,no,1,0,0,58,no,south,no
T05257,80,59.9,month-to-month,dsl,no,yes,no,no,e-check,0,yes,no,1,1,0,56,yes,south,no
T00911,21,84.9,month-to-month,dsl,no,no,yes,no,e-check,0,no,no,2,0,0,80,no,islands,no
T00098,17,55.1,month-to-month,fibre,no,yes,no,no,bank transfer,0,yes,no,3,1,0,35,no,islands,yes
T02190,70,47.4,month-to-month,dsl,no,no,yes,yes,card,1,yes,no,1,0,0,20,yes,north,no
T01479,24,75.5,one-year,fibre,no,yes,yes,yes,mailed check,0,no,no,2,1,0,62,no,south,no
T05250,13,92.3,month-to-month,dsl,no,no,yes,no,e-check,1,no,no,1,1,0,39,no,centre,no
T01493,9,71.6,one-year,dsl,no,yes,yes,yes,mailed check,0,yes,yes,1,2,0,67,no,south,no
T00515,21,47.8,month-to-month,fibre,no,no,no,no,e-check,0,no,yes,2,0,1,7,no,south,yes
T00127,12,68.2,month-to-month,none,no,no,yes,no,mailed check,0,yes,no,0,0,0,21,no,south,no
T06015,13,75.8,month-to-month,fibre,no,no,no,yes,bank transfer,0,no,no,0,0,1,100,no,south,no
T01782,12,95.5,month-to-month,fibre,yes,no,no,no,e-check,0,no,no,1,0,0,250,no,islands,no
T04022,12,28.4,month-to-month,none,yes,yes,yes,yes,card,0,no,no,1,0,1,24,no,islands,no
T06913,6,92.7,one-year,none,no,no,no,no,e-check,0,yes,yes,1,1,1,135,yes,islands,no
T02527,5,27,one-year,fibre,no,no,no,no,mailed check,0,no,yes,1,1,1,49,no,north,no
T02835,23,93.8,one-year,dsl,yes,yes,yes,yes,card,0,no,no,2,1,1,34,yes,south,no
T01823,1,104.7,one-year,fibre,yes,yes,yes,no,card,0,yes,no,1,0,0,50,no,centre,no
T02749,18,39.6,two-year,none,yes,no,no,yes,card,0,no,no,1,2,1,95,no,north,no
T01387,12,29.6,month-to-month,fibre,no,yes,yes,no,mailed check,0,no,no,3,1,0,61,no,south,yes
T04151,5,27.6,month-to-month,fibre,no,no,no,no,bank transfer,0,yes,no,3,1,1,115,no,centre,yes
T06668,12,27,month-to-month,fibre,yes,yes,no,yes,card,0,yes,yes,1,1,0,91,no,islands,no
T03234,5,71.4,two-year,none,no,no,yes,no,card,0,yes,yes,2,0,0,44,no,south,no
T02419,20,44.6,two-year,fibre,no,yes,no,no,card,1,no,no,1,2,3,142,no,north,no
T03132,4,73.1,one-year,fibre,no,no,no,no,e-check,0,yes,no,1,1,1,166,no,centre,yes
T00630,12,47.7,month-to-month,dsl,no,no,no,yes,mailed check,0,no,yes,2,0,1,87,no,centre,yes
T04866,22,101.7,month-to-month,fibre,no,no,yes,yes,card,0,no,no,1,0,1,119,yes,north,no
T03143,12,95.4,two-year,dsl,no,no,no,no,mailed check,0,yes,no,1,2,1,60,no,centre,no
T01819,41,37.7,two-year,dsl,no,no,yes,yes,card,0,yes,yes,2,1,0,181,no,islands,no
T01754,5,43.8,one-year,dsl,yes,no,no,no,e-check,0,yes,no,0,0,0,65,no,centre,no
T01697,16,73.2,two-year,fibre,no,no,yes,yes,mailed check,0,no,yes,3,0,0,63,no,islands,no
T06972,5,106,one-year,dsl,yes,no,yes,no,bank transfer,0,yes,no,2,2,0,95,no,north,no
T06907,24,62.6,month-to-month,dsl,no,yes,no,no,card,0,no,no,3,1,0,123,yes,north,no
T04833,1,21.9,month-to-month,dsl,no,yes,no,yes,e-check,0,yes,no,2,0,0,86,no,north,no
T06139,55,54.9,month-to-month,dsl,no,no,no,yes,e-check,0,no,no,1,0,0,46,yes,north,no
T04468,25,91.1,month-to-month,none,yes,yes,yes,no,bank transfer,0,no,no,2,1,0,44,no,islands,no
T03026,4,35.2,month-to-month,none,no,no,yes,no,e-check,0,no,no,3,0,0,147,yes,islands,yes
T02968,7,39.3,month-to-month,fibre,no,no,yes,no,card,1,yes,yes,2,1,0,11,no,north,yes
T01248,4,46.8,one-year,fibre,yes,yes,no,no,mailed check,0,yes,no,1,1,0,48,no,north,no
T00629,75,56.1,one-year,fibre,no,no,no,no,e-check,1,yes,no,1,0,0,41,no,south,no
T02150,47,31,one-year,fibre,yes,no,yes,no,bank transfer,0,no,yes,1,2,1,55,no,centre,no
T05219,13,106.1,one-year,dsl,no,yes,yes,yes,card,0,yes,no,1,1,0,88,yes,south,no
T00283,12,60.3,one-year,fibre,no,yes,yes,no,mailed check,1,no,yes,0,1,0,75,no,south,no
T01222,37,25.5,month-to-month,fibre,yes,yes,no,no,bank transfer,0,yes,yes,3,0,0,9,yes,centre,no
T04011,65,68.9,month-to-month,dsl,no,yes,no,no,e-check,0,yes,no,2,2,0,57,yes,centre,no
T02467,10,79.9,one-year,fibre,yes,no,yes,no,mailed check,0,yes,no,1,0,1,12,no,north,no
T01063,27,93.8,month-to-month,fibre,yes,no,no,no,e-check,0,no,no,0,0,0,55,no,islands,no
T03838,111,61.5,month-to-month,dsl,yes,no,yes,no,mailed check,0,no,yes,2,3,1,30,no,south,no
T05349,18,93.2,month-to-month,fibre,yes,no,no,yes,bank transfer,0,no,no,0,1,1,49,no,north,yes
T02892,30,49,one-year,none,yes,no,no,yes,mailed check,0,yes,yes,2,3,0,21,no,islands,no
T01472,18,103.2,month-to-month,dsl,no,yes,yes,no,card,0,no,yes,1,0,0,179,yes,islands,no
T03196,13,31.7,month-to-month,dsl,yes,no,no,yes,bank transfer,0,yes,no,0,0,1,29,no,centre,no
T02439,112,86.2,two-year,none,no,no,yes,no,bank transfer,0,no,no,3,1,0,158,no,south,no
T06850,92,42.7,month-to-month,fibre,yes,no,no,no,card,0,yes,no,2,0,0,38,yes,islands,no
T05773,8,65.8,month-to-month,dsl,no,yes,no,no,e-check,0,no,no,1,1,0,26,no,centre,no
T04688,1,21.4,two-year,none,no,no,yes,yes,bank transfer,0,yes,yes,3,3,0,40,no,north,no
T02890,5,101.8,month-to-month,dsl,yes,yes,yes,yes,bank transfer,0,yes,yes,1,1,1,96,no,south,no
T05772,23,109.8,month-to-month,fibre,no,no,no,yes,e-check,0,yes,no,2,0,1,94,no,islands,yes
T03146,11,58.2,month-to-month,fibre,yes,yes,no,yes,e-check,0,no,no,1,0,0,107,no,north,no
T02346,19,30.2,month-to-month,none,no,no,yes,yes,bank transfer,0,yes,no,0,0,1,36,yes,islands,no
T03805,23,58,two-year,fibre,no,no,yes,yes,e-check,0,no,yes,1,2,0,78,no,south,no
T02942,8,98.5,one-year,fibre,no,yes,no,no,bank transfer,1,yes,no,1,2,2,125,no,islands,no
T02866,15,109.3,one-year,fibre,no,no,yes,yes,e-check,0,no,no,2,1,0,41,no,centre,no
T01017,68,96.9,month-to-month,dsl,no,no,yes,no,card,0,no,yes,3,1,0,16,no,centre,yes
T06509,74,50.3,month-to-month,fibre,yes,no,no,yes,e-check,0,no,no,1,1,1,133,no,south,no
T04437,14,76.2,month-to-month,fibre,no,no,no,yes,e-check,0,yes,no,1,0,0,54,no,islands,yes
T02454,34,29.7,month-to-month,fibre,no,no,yes,no,card,0,yes,no,1,1,1,169,no,north,no
T04763,64,53.2,month-to-month,fibre,no,no,yes,yes,mailed check,0,yes,yes,3,1,0,1,no,centre,no
T03220,8,25.1,one-year,dsl,no,no,no,no,bank transfer,0,yes,no,3,0,0,81,yes,north,no
T02485,109,49.9,month-to-month,fibre,yes,no,yes,yes,e-check,0,yes,yes,1,2,0,103,no,north,yes
T06722,7,35,one-year,dsl,no,no,yes,no,card,0,no,no,1,0,0,81,no,centre,no
T00129,17,94.7,month-to-month,fibre,yes,no,yes,no,e-check,0,no,no,2,0,0,35,no,islands,no
T05593,24,62.5,two-year,fibre,yes,no,no,no,card,0,yes,no,1,1,1,16,no,centre,no
T04234,3,38.6,month-to-month,dsl,no,yes,no,yes,e-check,1,yes,no,1,3,1,36,no,centre,yes
T05635,43,41.7,month-to-month,fibre,no,no,yes,yes,card,0,yes,yes,1,1,0,40,yes,south,no
T01168,13,74.3,month-to-month,fibre,no,no,yes,yes,e-check,0,yes,no,0,2,0,10,no,centre,no
T00264,2,50.9,one-year,fibre,yes,yes,no,no,card,0,no,no,1,0,1,35,no,centre,no
T01325,79,81.3,one-year,dsl,no,yes,no,no,bank transfer,0,no,yes,1,3,0,171,no,centre,no
T05142,69,86.8,two-year,fibre,no,yes,yes,yes,e-check,1,no,no,2,2,0,85,no,south,no
T05018,13,108.5,month-to-month,dsl,no,yes,no,no,bank transfer,1,no,no,1,1,0,25,no,centre,no
T00381,15,37,month-to-month,dsl,yes,no,yes,no,card,0,yes,yes,3,3,1,89,no,south,yes
T01234,65,51.1,month-to-month,dsl,yes,no,no,yes,bank transfer,0,no,no,0,1,0,39,no,islands,no
T00784,59,86.2,one-year,fibre,yes,no,no,no,e-check,0,yes,no,2,0,0,59,no,islands,no
T03828,16,79.3,month-to-month,none,no,no,yes,no,mailed check,0,yes,no,1,1,0,85,no,islands,no
T00319,14,98.9,two-year,dsl,no,no,no,yes,e-check,0,no,no,1,0,0,44,no,centre,no
T03793,23,60,month-to-month,dsl,yes,no,yes,yes,card,0,no,no,0,0,0,46,no,islands,no
T02246,19,56.8,month-to-month,fibre,no,yes,no,yes,bank transfer,0,yes,no,3,0,0,127,no,islands,no
T02217,10,50.1,month-to-month,fibre,no,yes,no,yes,card,0,yes,no,2,1,0,100,no,north,no
T03300,9,86.6,two-year,fibre,no,yes,no,yes,card,1,no,no,1,0,0,41,no,south,yes
T04353,10,103.3,one-year,dsl,yes,yes,no,yes,bank transfer,0,yes,no,0,0,0,192,no,islands,no
T02429,13,80.8,two-year,dsl,no,yes,yes,no,mailed check,0,no,no,2,0,2,134,no,north,no
T02658,1,47.6,month-to-month,fibre,no,no,yes,no,e-check,0,yes,no,1,1,0,113,no,centre,yes
T00642,18,43.6,month-to-month,fibre,no,no,yes,no,e-check,0,no,no,2,1,0,37,no,south,yes
T00781,18,58.2,month-to-month,dsl,yes,no,no,yes,bank transfer,0,yes,no,1,0,0,39,no,centre,no
T04339,1,32.7,month-to-month,fibre,yes,no,no,yes,e-check,0,yes,no,2,0,2,20,no,north,no
T06485,5,92.9,month-to-month,dsl,yes,no,yes,yes,e-check,0,no,yes,2,1,0,96,no,islands,no
T06286,6,57.2,month-to-month,fibre,no,no,no,yes,mailed check,1,no,yes,2,2,0,31,no,centre,yes
T06030,9,52.5,one-year,fibre,yes,no,no,yes,bank transfer,0,yes,yes,1,1,0,71,no,north,no
T05432,12,108.4,one-year,dsl,no,no,no,yes,card,1,no,yes,1,2,1,138,yes,north,yes
T06707,16,63.9,two-year,none,no,no,no,yes,mailed check,1,yes,no,3,0,1,142,no,islands,yes
T03866,7,105.3,one-year,dsl,yes,yes,no,yes,mailed check,0,yes,yes,1,3,0,64,no,north,yes
T03211,14,54.9,month-to-month,dsl,no,yes,yes,yes,e-check,0,no,yes,2,1,2,171,no,islands,yes
T01451,7,62,month-to-month,dsl,no,yes,yes,no,e-check,0,no,no,0,1,0,79,no,south,no
T06117,1,106.6,one-year,fibre,yes,no,no,no,card,0,yes,no,1,0,1,255,no,south,yes
T00149,11,33.7,one-year,dsl,yes,no,no,yes,mailed check,0,no,yes,3,1,1,158,yes,north,yes
T01133,10,96.4,month-to-month,none,yes,yes,yes,yes,card,0,no,yes,2,0,0,40,yes,south,no
T02241,46,80.2,two-year,dsl,yes,yes,yes,no,mailed check,0,yes,no,2,0,1,23,no,centre,no
T02507,3,34.9,one-year,none,no,no,yes,yes,mailed check,0,yes,no,3,1,0,118,no,islands,no
T00514,20,54.3,month-to-month,none,no,no,yes,no,mailed check,0,no,no,0,1,1,60,no,north,no
T01225,18,89,two-year,fibre,yes,no,no,no,e-check,0,yes,no,2,1,0,44,no,north,no
T05613,32,75.8,month-to-month,dsl,no,no,yes,no,mailed check,0,yes,no,2,1,1,151,yes,south,no
T01036,26,54.3,month-to-month,fibre,no,no,no,no,card,0,no,no,2,1,0,47,yes,islands,no
T04310,96,70.5,month-to-month,none,yes,yes,yes,yes,bank transfer,0,yes,no,1,1,3,59,yes,north,no
T00722,3,37.7,one-year,fibre,no,yes,no,no,e-check,0,no,yes,1,0,0,182,no,centre,no
T03335,13,107.8,month-to-month,none,yes,yes,yes,yes,mailed check,0,no,no,1,1,0,9,yes,south,no
T04569,1,45.4,month-to-month,dsl,no,no,no,no,mailed check,0,yes,no,2,0,1,80,no,north,no
T01176,25,70.2,month-to-month,none,no,yes,no,yes,bank transfer,0,no,no,1,2,0,14,yes,centre,yes
T03681,2,36,month-to-month,dsl,no,no,no,yes,mailed check,0,yes,no,1,0,1,43,yes,south,no
T00724,26,76.4,month-to-month,dsl,yes,yes,yes,yes,bank transfer,0,yes,yes,2,1,0,32,yes,north,yes
T04165,32,52,month-to-month,fibre,yes,no,no,yes,card,0,yes,no,1,0,0,21,no,centre,no
T00871,17,80.2,month-to-month,dsl,no,no,yes,yes,bank transfer,1,no,no,1,0,1,57,no,centre,no
T01688,28,73.9,one-year,fibre,no,no,yes,yes,bank transfer,0,yes,yes,0,1,1,152,no,centre,yes
T05814,89,50.1,month-to-month,dsl,yes,no,yes,no,bank transfer,0,no,no,1,1,1,128,no,south,no
T00028,6,30.6,month-to-month,dsl,yes,no,no,yes,card,0,no,no,3,2,0,11,no,south,no
T02965,47,37.6,month-to-month,fibre,no,no,no,no,bank transfer,0,no,no,2,0,1,35,no,south,no
T01369,3,88.1,two-year,dsl,no,no,yes,no,card,0,yes,no,1,1,0,27,no,centre,no
T04963,121,77.7,one-year,none,no,no,yes,no,bank transfer,0,yes,no,1,0,0,74,no,centre,no
T01727,47,97.1,month-to-month,dsl,no,no,no,yes,card,0,yes,no,2,0,0,49,no,islands,no
T05453,56,86.8,month-to-month,dsl,yes,yes,no,yes,card,0,no,no,2,0,0,82,no,islands,no
T01973,7,38.3,month-to-month,fibre,no,no,no,yes,bank transfer,0,no,no,0,0,0,71,no,south,no
T04214,41,41.7,month-to-month,none,no,no,yes,yes,card,0,yes,no,2,2,1,13,no,south,no
T06390,85,50.4,month-to-month,dsl,no,yes,no,no,card,0,no,no,2,0,0,47,no,islands,yes
T04505,1,107.6,one-year,dsl,no,yes,yes,yes,mailed check,0,no,no,1,0,1,6,no,islands,no
T03081,39,48.1,one-year,fibre,yes,no,no,yes,e-check,0,no,no,0,2,0,11,no,north,no
T05239,28,64.1,month-to-month,fibre,no,no,yes,yes,bank transfer,0,no,no,1,1,0,142,no,centre,no
T04062,28,85,one-year,fibre,no,no,yes,no,e-check,0,yes,no,1,0,0,79,no,north,yes
T04527,27,69.7,month-to-month,fibre,yes,no,yes,no,card,0,no,yes,3,0,0,107,no,south,yes
T00260,4,71,month-to-month,dsl,no,yes,yes,yes,card,0,yes,yes,1,1,0,130,no,centre,no
T06692,160,108.2,one-year,fibre,no,no,no,yes,mailed check,0,no,yes,1,3,0,20,yes,north,no
T00029,3,68.5,two-year,fibre,yes,no,yes,yes,bank transfer,0,yes,no,3,2,0,70,yes,islands,no
T04631,9,80.3,month-to-month,fibre,no,yes,yes,no,mailed check,1,yes,no,1,0,0,69,yes,south,no
T05072,10,92.9,month-to-month,none,no,yes,no,yes,mailed check,0,no,no,1,0,0,87,no,north,yes
T00313,4,74.1,one-year,fibre,no,no,yes,yes,bank transfer,0,no,no,1,0,1,67,yes,south,yes
T02807,34,33.4,one-year,none,no,no,yes,no,mailed check,0,yes,no,2,0,0,44,no,south,no
T04121,12,36.8,one-year,dsl,yes,no,no,yes,card,0,yes,no,2,1,0,24,no,centre,no
T04127,48,61.5,month-to-month,dsl,no,no,no,no,e-check,1,yes,no,2,0,0,190,no,islands,no
T03987,84,40.8,month-to-month,fibre,no,no,no,yes,bank transfer,0,yes,no,2,0,0,127,yes,south,no
T05038,21,39.2,two-year,fibre,no,no,no,yes,e-check,0,yes,yes,0,1,1,161,no,islands,no
T05936,15,27.5,two-year,fibre,no,no,no,no,mailed check,0,yes,no,0,1,0,31,yes,north,no
T01821,26,31.9,month-to-month,dsl,yes,no,no,no,bank transfer,0,yes,no,2,1,0,80,no,south,no
T05513,60,70.3,month-to-month,none,no,no,no,yes,bank transfer,1,no,no,1,3,0,14,no,centre,yes
T04124,11,61.3,month-to-month,none,no,no,yes,yes,e-check,0,no,no,1,1,1,56,no,north,no
T05464,36,63.9,month-to-month,fibre,no,no,no,yes,bank transfer,0,yes,no,1,2,0,82,no,south,no
T03487,8,62.9,month-to-month,fibre,yes,no,yes,no,bank transfer,0,no,no,3,2,0,16,no,islands,yes
T01166,10,26.2,month-to-month,none,no,yes,no,yes,card,1,yes,no,1,2,0,80,no,centre,yes
T05727,67,108.7,month-to-month,none,no,no,yes,yes,e-check,0,yes,yes,0,1,1,23,no,south,yes
T05575,17,78.4,one-year,dsl,no,no,yes,yes,mailed check,0,yes,no,1,0,2,54,no,south,no
T00610,28,20.2,one-year,fibre,yes,no,yes,yes,mailed check,0,yes,yes,2,1,0,62,no,north,no
T01384,11,73.7,two-year,none,no,yes,no,yes,e-check,0,yes,yes,1,2,0,21,no,islands,no
T02930,57,25.1,month-to-month,none,no,yes,no,yes,bank transfer,0,yes,no,2,2,2,28,yes,south,no
T04342,27,25.3,month-to-month,dsl,no,no,yes,yes,card,0,no,no,0,0,0,149,yes,islands,no
T02434,13,102.2,month-to-month,fibre,no,no,no,no,bank transfer,0,yes,yes,3,2,1,94,no,north,yes
T01079,34,49.5,one-year,dsl,no,yes,no,yes,e-check,0,no,no,2,1,1,203,no,islands,no
T05095,33,23.3,month-to-month,dsl,no,no,no,yes,card,0,no,yes,2,1,0,141,no,south,no
T03672,15,31.4,month-to-month,dsl,no,no,yes,no,e-check,0,no,yes,2,2,1,108,no,centre,yes
T04702,52,81.3,one-year,fibre,yes,yes,yes,yes,bank transfer,0,no,no,0,2,0,209,yes,centre,no
T02018,59,72.9,month-to-month,fibre,no,no,no,yes,card,0,no,no,2,1,0,21,no,north,no
T05752,10,44.5,month-to-month,fibre,no,yes,no,yes,card,1,yes,no,1,0,0,17,yes,south,yes
T05695,73,36.7,one-year,fibre,no,yes,no,yes,card,0,no,no,2,1,1,17,no,south,no
T05459,32,61,two-year,fibre,yes,no,no,yes,e-check,0,no,no,0,1,0,79,no,centre,no
T04553,33,78.3,month-to-month,fibre,yes,no,no,yes,card,0,yes,yes,2,0,0,23,no,centre,no
T06194,3,25.9,one-year,none,yes,no,yes,no,bank transfer,0,yes,yes,1,0,1,118,no,islands,no
T03368,22,47.9,month-to-month,fibre,no,no,yes,no,mailed check,0,no,no,3,0,1,51,no,islands,no
T06489,4,94.6,month-to-month,dsl,no,no,no,yes,e-check,0,no,no,2,1,3,24,no,centre,yes
T00731,8,86.7,month-to-month,dsl,no,yes,yes,yes,bank transfer,0,yes,yes,1,2,1,29,no,centre,no
T06995,29,49.5,month-to-month,fibre,yes,yes,no,yes,mailed check,0,no,yes,1,0,0,38,no,north,no
T00378,9,104.4,month-to-month,fibre,yes,yes,no,no,bank transfer,0,yes,no,2,1,0,115,no,islands,yes
T00411,9,27.6,two-year,none,yes,no,no,no,e-check,0,no,no,1,0,0,25,no,south,no
T01890,103,75.6,one-year,dsl,no,yes,no,no,e-check,0,yes,no,2,1,0,40,no,islands,no
T01346,16,22,one-year,dsl,no,no,no,yes,bank transfer,0,yes,no,0,3,0,292,no,centre,no
T03403,60,87,month-to-month,fibre,no,no,no,yes,e-check,0,no,no,2,0,0,53,no,north,no
T03929,87,75.6,month-to-month,fibre,no,yes,yes,no,card,1,no,no,2,2,0,58,no,islands,yes
T05588,1,109.2,two-year,none,no,no,no,yes,card,0,yes,no,1,0,0,76,yes,islands,no
T04033,2,71.7,month-to-month,fibre,no,no,yes,yes,mailed check,0,yes,yes,0,0,0,39,yes,north,yes
T02142,10,43.2,one-year,fibre,no,yes,no,yes,card,0,yes,no,2,1,1,125,no,centre,no
T03969,131,95.8,one-year,fibre,no,yes,no,yes,e-check,0,no,yes,1,1,0,51,no,centre,yes
T03352,78,26.3,two-year,none,no,no,no,no,bank transfer,0,yes,no,1,0,0,43,no,south,no
T06956,10,67.1,month-to-month,none,yes,yes,no,yes,mailed check,0,no,no,1,1,1,76,yes,islands,no
T05726,17,44.3,month-to-month,fibre,no,no,no,yes,card,0,no,no,1,0,1,110,yes,centre,no
T01126,28,32.3,one-year,dsl,no,yes,yes,no,e-check,0,yes,no,2,2,1,178,yes,north,no
T00037,47,101.7,month-to-month,none,no,no,no,yes,card,1,yes,no,1,2,0,203,no,centre,yes
T00075,54,99.1,month-to-month,none,yes,yes,yes,yes,e-check,0,yes,no,1,0,0,82,no,south,no
T03247,19,63,two-year,dsl,no,no,yes,no,card,0,no,yes,2,1,0,29,no,centre,no
T03644,17,94.8,two-year,dsl,yes,no,yes,yes,mailed check,1,no,yes,1,1,0,113,no,north,no
T06656,51,104.4,one-year,fibre,no,no,yes,yes,card,1,yes,yes,1,2,1,271,no,south,no
T04275,17,53.1,one-year,fibre,no,no,yes,yes,mailed check,1,yes,yes,1,0,0,74,yes,islands,yes
T05938,88,46.3,two-year,none,yes,yes,no,yes,card,0,no,no,2,0,0,19,no,north,yes
T06799,34,85.1,month-to-month,fibre,yes,no,yes,yes,card,0,yes,yes,1,0,1,36,no,centre,no
T04657,79,82,month-to-month,fibre,no,no,no,yes,card,0,no,no,0,0,1,175,yes,centre,no
T06441,44,43.7,month-to-month,dsl,no,no,no,no,e-check,0,no,no,2,1,0,15,no,south,no
T05895,38,85.8,one-year,dsl,no,yes,no,no,mailed check,0,yes,yes,2,1,0,41,no,centre,no
T02648,65,108.6,month-to-month,dsl,no,no,yes,no,e-check,1,no,no,1,1,0,19,no,north,yes
T01939,20,54.6,two-year,dsl,no,yes,yes,no,card,1,yes,no,3,1,0,33,no,south,no
T01030,9,33.5,one-year,none,no,no,no,yes,card,0,yes,no,3,0,2,27,no,north,no
T02769,35,41.6,one-year,fibre,yes,no,yes,no,mailed check,0,no,no,1,1,1,27,no,centre,no
T05724,40,82.8,two-year,fibre,yes,no,yes,yes,bank transfer,0,yes,no,2,0,0,63,no,south,no
T02541,99,102.1,one-year,dsl,no,yes,no,no,bank transfer,0,no,yes,1,2,1,21,no,south,no
T01797,2,87.5,month-to-month,dsl,no,yes,no,yes,e-check,0,no,no,1,0,1,46,no,north,yes
T01304,114,69.2,month-to-month,dsl,yes,no,no,no,e-check,1,no,yes,3,1,1,59,no,centre,no
T01549,21,85.6,month-to-month,fibre,no,no,yes,no,bank transfer,1,yes,yes,1,1,1,168,no,south,yes
T02596,5,105.9,month-to-month,none,yes,yes,yes,yes,e-check,1,yes,no,0,1,1,149,yes,centre,no
T04745,65,107.2,month-to-month,dsl,yes,no,yes,yes,mailed check,0,no,yes,1,1,0,59,yes,centre,yes
T04168,51,28.1,one-year,fibre,yes,no,no,yes,bank transfer,0,yes,no,2,0,0,76,no,north,no
T03122,12,58.4,two-year,fibre,yes,no,yes,yes,e-check,0,no,no,1,0,0,163,no,south,no
T06991,38,54.6,month-to-month,fibre,no,no,no,yes,bank transfer,0,no,yes,1,2,0,371,no,islands,no
T02272,35,64.7,month-to-month,fibre,no,no,no,yes,mailed check,0,no,no,3,1,0,113,no,south,yes
T04012,57,102.1,two-year,dsl,yes,yes,yes,no,bank transfer,0,no,yes,0,1,0,86,no,south,no
T02457,6,107.2,two-year,fibre,no,no,yes,yes,bank transfer,1,yes,no,1,0,0,160,no,islands,yes
T06872,43,29.3,one-year,fibre,yes,yes,yes,yes,bank transfer,0,yes,no,1,0,1,34,no,north,no
T04687,108,108.8,two-year,fibre,no,no,no,yes,bank transfer,1,no,no,1,0,0,19,no,islands,no
T06183,19,105.5,month-to-month,dsl,yes,no,no,no,mailed check,0,no,no,1,1,0,98,no,south,yes
T01723,25,52.5,one-year,none,yes,yes,yes,no,card,1,yes,no,1,2,0,37,yes,centre,no
T05912,61,65.7,two-year,fibre,yes,yes,yes,yes,bank transfer,0,no,no,1,1,0,57,no,south,no
T02046,20,40.8,one-year,fibre,no,no,no,yes,bank transfer,0,yes,no,2,2,1,94,no,centre,no
